id,sector,name,pitch,target_market,model_slug,budget_band,location,team,time_mode,source
182,"Green Tech, Renewable Energy & EV Ecosystem",Carbon Footprint Tracker,App to measure personal emissions,Climate Conscious Individuals,community-and-social-app,,,,,sheet-500
183,"Green Tech, Renewable Energy & EV Ecosystem",Carbon Offset Marketplace,Buying credits for tree planting,Corporate CSR Teams,b2b-marketplace,,,,,sheet-500
184,"Green Tech, Renewable Energy & EV Ecosystem",Tree Planting Subscription,Monthly contribution to afforestation,Philanthropic Individuals,eco-friendly-products-brand,,,,,sheet-500
185,"Green Tech, Renewable Energy & EV Ecosystem",Algae Biofuel R&D,Developing next-gen green fuels,Energy Companies,deeptech-hardware,,,,,sheet-500
186,"Green Tech, Renewable Energy & EV Ecosystem",Hemp Fabric Clothing,Durable and sustainable apparel,Sustainable Fashion Fans,d2c-apparel-brand,,,,,sheet-500
187,"Green Tech, Renewable Energy & EV Ecosystem",Cork Leather Accessories,Vegan wallets and bags from cork,Ethical Fashion Buyers,bags-and-accessories-brand,,,,,sheet-500
188,"Green Tech, Renewable Energy & EV Ecosystem",Piñatex (Pineapple Leather),Cruelty-free leather alternatives,Premium Vegan Consumers,bags-and-accessories-brand,,,,,sheet-500
189,"Green Tech, Renewable Energy & EV Ecosystem",Mycelium (Mushroom) Packaging,Compostable packaging materials,D2C Brands,eco-friendly-products-brand,,,,,sheet-500
190,"Green Tech, Renewable Energy & EV Ecosystem",Seaweed Bioplastics,Marine-based plastic alternatives,FMCG Companies,eco-friendly-products-brand,,,,,sheet-500
191,"Green Tech, Renewable Energy & EV Ecosystem",Edible Water Bottles,Seaweed-based water capsules for marathons,Sports Event Organizers,eco-friendly-products-brand,,,,,sheet-500
192,"Green Tech, Renewable Energy & EV Ecosystem",Solar Cookers,Modern portable solar ovens,Campers and Rural Homes,consumer-gadgets-brand,,,,,sheet-500
193,"Green Tech, Renewable Energy & EV Ecosystem",Smokeless Chulhas,Efficient biomass stoves for villages,Rural NGOs,consumer-gadgets-brand,,,,,sheet-500
194,"Green Tech, Renewable Energy & EV Ecosystem",Briquette Manufacturing,Fuel blocks from agricultural waste,Industrial Boilers,recycling-and-waste,,,,,sheet-500
195,"Green Tech, Renewable Energy & EV Ecosystem",Pellet Stoves,Clean heating for colder regions,Himalayan Homestays,consumer-gadgets-brand,,,,,sheet-500
196,"Green Tech, Renewable Energy & EV Ecosystem",Smart Thermostats,IoT temperature control for ACs,Urban Homeowners,consumer-gadgets-brand,,,,,sheet-500
197,"Green Tech, Renewable Energy & EV Ecosystem",Energy Efficient BLDC Fans,Low power consumption ceiling fans,Middle-class Households,consumer-gadgets-brand,,,,,sheet-500
198,"Green Tech, Renewable Energy & EV Ecosystem",LED Retrofitting Services,Upgrading commercial lighting for efficiency,Office Buildings,electrician-service,,,,,sheet-500
199,"Green Tech, Renewable Energy & EV Ecosystem",Green Building Consultancy,Advising on sustainable architecture,Real Estate Developers,sustainability-consulting,,,,,sheet-500
200,"Green Tech, Renewable Energy & EV Ecosystem",LEED Certification Assistance,Helping projects get green ratings,Commercial Builders,sustainability-consulting,,,,,sheet-500
201,"Healthcare, Wellness & Elderly Care",Assisted Living Communities,Premium residential care for seniors,Elderly High Net Worth Individuals,elder-care-service,4,local,team,full,sheet-500
202,"Healthcare, Wellness & Elderly Care",Home Diagnostic Logistics,At-home blood collection services,Busy Urbanites,diagnostic-collection-centre,,,,,sheet-500
203,"Healthcare, Wellness & Elderly Care",Mental Health App,Vernacular therapy and meditation app,Stressed Professionals,healthtech-startup,,,,,sheet-500
204,"Healthcare, Wellness & Elderly Care",Ayurveda Modern Formats,Traditional herbs in gummy formats,Gen Z and Millennials,nutrition-supplements-brand,,,,,sheet-500
205,"Healthcare, Wellness & Elderly Care",Elderly Care Companions,Trained personnel for non-medical senior care,NRI Children of Elderly,elder-care-service,1,local,small,both,sheet-500
206,"Healthcare, Wellness & Elderly Care",Telemedicine Kiosks,Remote doctor consultations in rural areas,Tier 3/4 Residents,healthtech-startup,,,,,sheet-500
207,"Healthcare, Wellness & Elderly Care",Physiotherapy at Home,On-demand physical therapists,Post-surgery Patients,physio-and-massage,,,,,sheet-500
208,"Healthcare, Wellness & Elderly Care",Dietary Supplement Subscription,Personalized daily vitamin packs,Health Conscious Consumers,nutrition-supplements-brand,,,,,sheet-500
209,"Healthcare, Wellness & Elderly Care",Sleep Apnea Solutions,CPAP machine rentals and sleep coaching,Middle-aged Adults,medical-devices-startup,,,,,sheet-500
210,"Healthcare, Wellness & Elderly Care",Fertility Tracking Wearables,Smart devices for reproductive health,Couples Planning Families,medical-devices-startup,,,,,sheet-500
211,"Healthcare, Wellness & Elderly Care",Maternity Care Packages,Pre and post-natal care boxes,Expecting Mothers,traditional-health-foods,,,,,sheet-500
212,"Healthcare, Wellness & Elderly Care",Lactation Consulting Online,Telehealth support for new mothers,New Mothers,healthtech-startup,,,,,sheet-500
213,"Healthcare, Wellness & Elderly Care",Baby Food Delivery,Fresh organic purees for infants,Working Parents,traditional-health-foods,,,,,sheet-500
214,"Healthcare, Wellness & Elderly Care",Corporate Wellness Programs,Yoga and mental health for employees,HR Departments,yoga-studio,1,any,small,both,sheet-500
215,"Healthcare, Wellness & Elderly Care",De-addiction Centers,Modern rehab facilities with holistic care,Individuals Seeking Recovery,health-clinic,,,,,sheet-500
216,"Healthcare, Wellness & Elderly Care",Medical Tourism Concierge,End-to-end facilitation for foreign patients,International Patients,services-marketplace-app,,,,,sheet-500
217,"Healthcare, Wellness & Elderly Care",Dental Aligners D2C,At-home invisible braces,Young Adults,medical-devices-startup,,,,,sheet-500
218,"Healthcare, Wellness & Elderly Care",Hearing Aid Tech,Affordable smart hearing devices,Senior Citizens,medical-devices-startup,,,,,sheet-500
219,"Healthcare, Wellness & Elderly Care",Mobility Aids Marketplace,Wheelchairs and walkers online store,Differently Abled Individuals,medical-devices-startup,,,,,sheet-500
220,"Healthcare, Wellness & Elderly Care",Chronic Disease Management App,Tracking diabetes and hypertension,Chronic Patients,healthtech-startup,,,,,sheet-500
221,"Healthcare, Wellness & Elderly Care",Cancer Survivor Support Platform,Community and resources for oncology patients,Cancer Survivors,community-and-social-app,,,,,sheet-500
222,"Healthcare, Wellness & Elderly Care",Nutrigenomics Testing,DNA-based personalized diet plans,Biohackers,diagnostic-collection-centre,,,,,sheet-500
223,"Healthcare, Wellness & Elderly Care",Gut Microbiome Testing,Stool analysis for digestive health,Individuals with IBS,diagnostic-collection-centre,,,,,sheet-500
224,"Healthcare, Wellness & Elderly Care",Vegan Protein Powders,Plant-based fitness supplements,Gym Goers,nutrition-supplements-brand,,,,,sheet-500
225,"Healthcare, Wellness & Elderly Care",Keto Diet Meal Delivery,Prepared meals for ketogenic lifestyle,Weight Loss Seekers,cloud-kitchen,,,,,sheet-500
226,"Healthcare, Wellness & Elderly Care",Intermittent Fasting App,Timer and coaching for fasting,Fitness Enthusiasts,healthtech-startup,,,,,sheet-500
227,"Healthcare, Wellness & Elderly Care",Yoga Retreats,Immersive wellness holidays in nature,Wellness Tourists,yoga-studio,4,rural,team,full,sheet-500
228,"Healthcare, Wellness & Elderly Care",Vipassana Meditation Centers,Silent retreat facilities,Spiritual Seekers,yoga-studio,4,rural,team,full,sheet-500
229,"Healthcare, Wellness & Elderly Care",Acupuncture Clinics,Traditional Chinese medicine centers,Alternative Medicine Users,health-clinic,,,,,sheet-500
230,"Healthcare, Wellness & Elderly Care",Chiropractic Services,Spinal adjustment and posture correction,Desk Workers,health-clinic,,,,,sheet-500
231,"Healthcare, Wellness & Elderly Care",Medical Equipment Rental,Hospital beds and oxygen concentrators at home,Home Care Patients,equipment-rental-business,3,local,small,full,sheet-500
232,"Healthcare, Wellness & Elderly Care",Ambulance Aggregator App,Uber for emergency medical transport,General Public,services-marketplace-app,,,,,sheet-500
233,"Healthcare, Wellness & Elderly Care",Blood Bank Network,App connecting donors and recipients,Hospitals and Patients,healthtech-startup,,,,,sheet-500
234,"Healthcare, Wellness & Elderly Care",Organ Donation Registry,Digital platform for donor pledges,Civic Minded Citizens,healthtech-startup,,,,,sheet-500
235,"Healthcare, Wellness & Elderly Care",First Aid Training for Corporates,CPR and emergency response workshops,Corporate Employees,skill-training-institute,,,,,sheet-500
236,"Healthcare, Wellness & Elderly Care",Medical Scribe Services,Virtual assistants for doctors' notes,Physicians,virtual-assistant,,,,,sheet-500
237,"Healthcare, Wellness & Elderly Care",Pharmacy Aggregator,Hyperlocal medicine delivery platform,Patients with Prescriptions,services-marketplace-app,,,,,sheet-500
238,"Healthcare, Wellness & Elderly Care",Generic Medicine Stores,Franchise of affordable Jan Aushadhi stores,Low-Income Patients,pharmacy,,,,,sheet-500
239,"Healthcare, Wellness & Elderly Care",Ayurvedic Clinics Chain,Standardized traditional medicine centers,Holistic Health Seekers,health-clinic,,,,,sheet-500
240,"Healthcare, Wellness & Elderly Care",Homeopathy Consultation Online,Telehealth for homeopathic remedies,Alternative Medicine Users,healthtech-startup,,,,,sheet-500
241,"Healthcare, Wellness & Elderly Care",Pet Healthcare Tech,Telemedicine and records for pets,Pet Parents,healthtech-startup,,,,,sheet-500
242,"Healthcare, Wellness & Elderly Care",Veterinary Pharmacy,Specialized medicines for animals,Pet Owners and Farmers,pharmacy,,,,,sheet-500
243,"Healthcare, Wellness & Elderly Care",Pet Therapy Services,Animal-assisted therapy for mental health,Schools and Hospitals,pet-boarding-and-walking,,,,,sheet-500
244,"Healthcare, Wellness & Elderly Care",Special Needs Education Tech,Learning tools for neurodivergent children,Parents of Autistic Children,edtech-startup,,,,,sheet-500
245,"Healthcare, Wellness & Elderly Care",Speech Therapy Online,Remote sessions for speech impediments,Children and Stroke Victims,healthtech-startup,,,,,sheet-500
246,"Healthcare, Wellness & Elderly Care",Occupational Therapy Centers,Rehabilitation for daily living skills,Recovering Patients,health-clinic,,,,,sheet-500
247,"Healthcare, Wellness & Elderly Care",Prosthetics 3D Printing,Custom affordable artificial limbs,Amputees,medical-devices-startup,,,,,sheet-500
248,"Healthcare, Wellness & Elderly Care",Medical Waste Management,Safe disposal of bio-hazardous waste,Hospitals and Clinics,recycling-and-waste,,,,,sheet-500
249,"Healthcare, Wellness & Elderly Care",Healthcare Staffing Agency,Providing nurses and ward boys,Hospitals,recruitment-agency,,,,,sheet-500
250,"Healthcare, Wellness & Elderly Care",Medical Billing Software,Automated claims processing for clinics,Healthcare Providers,b2b-saas-startup,,,,,sheet-500
251,"Fintech, Financial Literacy & Micro-Commerce",Credit Intelligence for SMEs,Alternative data scoring for business loans,Small Business Owners,fintech-startup,,,,,sheet-500
252,"Fintech, Financial Literacy & Micro-Commerce",Vernacular Accounting App,Bookkeeping in regional Indian languages,Tier 2/3 Merchants,fintech-startup,,,,,sheet-500
253,"Fintech, Financial Literacy & Micro-Commerce",Micro-Insurance Platform,Bite-sized sachet insurance for gig workers,Gig Economy Workers,fintech-startup,,,,,sheet-500
254,"Fintech, Financial Literacy & Micro-Commerce",Rural Chit Funds Tech,Digitizing traditional ROSCAs,Rural Savers,fintech-startup,,,,,sheet-500
255,"Fintech, Financial Literacy & Micro-Commerce",Buy Now Pay Later (B2B),Short-term credit for retailer inventory,Kirana Stores,fintech-startup,,,,,sheet-500
256,"Fintech, Financial Literacy & Micro-Commerce",Financial Literacy Game,Gamified app teaching money management,School Students,fintech-startup,,,,,sheet-500
257,"Fintech, Financial Literacy & Micro-Commerce",Robo-Advisory for Millennials,Automated mutual fund investments,Young Professionals,fintech-startup,,,,,sheet-500
258,"Fintech, Financial Literacy & Micro-Commerce",Gold Loan Aggregator,Comparing and processing gold loans at home,Middle-class Families,fintech-startup,,,,,sheet-500
259,"Fintech, Financial Literacy & Micro-Commerce",Agri-Fintech Lending,Loans against warehouse receipts,Farmers,fintech-startup,,,,,sheet-500
260,"Fintech, Financial Literacy & Micro-Commerce",Freelancer Invoicing Tool,Tax-compliant billing and payment links,Freelancers and Creators,b2b-saas-startup,,,,,sheet-500
261,"Fintech, Financial Literacy & Micro-Commerce",Cross-Border Remittance App,Low-cost money transfers for NRIs,Expatriates,fintech-startup,,,,,sheet-500
262,"Fintech, Financial Literacy & Micro-Commerce",Crypto Tax Calculator,Automated taxation for digital assets,Crypto Investors,b2b-saas-startup,,,,,sheet-500
263,"Fintech, Financial Literacy & Micro-Commerce",Fractional Real Estate Investing,Buying shares of commercial properties,Retail Investors,fintech-startup,,,,,sheet-500
264,"Fintech, Financial Literacy & Micro-Commerce",Revenue-Based Financing,Capital for startups based on MRR,SaaS Startups,fintech-startup,,,,,sheet-500
265,"Fintech, Financial Literacy & Micro-Commerce",Expense Management Cards,Corporate cards with spend controls,SMEs and Startups,fintech-startup,,,,,sheet-500
266,"Fintech, Financial Literacy & Micro-Commerce",Neobank for Teenagers,Prepaid cards with parental controls,Teens (13-18),fintech-startup,,,,,sheet-500
267,"Fintech, Financial Literacy & Micro-Commerce",Neobank for Blue-Collar Workers,Zero-balance accounts with salary advances,Factory Workers,fintech-startup,,,,,sheet-500
268,"Fintech, Financial Literacy & Micro-Commerce",Supply Chain Financing,Early payment solutions for vendors,Manufacturing Suppliers,fintech-startup,,,,,sheet-500
269,"Fintech, Financial Literacy & Micro-Commerce",Peer-to-Peer Lending Platform,Connecting retail lenders and borrowers,High-Yield Seekers,fintech-startup,,,,,sheet-500
270,"Fintech, Financial Literacy & Micro-Commerce",Women-Focused Investment App,Financial planning tailored for women,Working Women,fintech-startup,,,,,sheet-500
271,"Fintech, Financial Literacy & Micro-Commerce",Subscription Management App,Tracking and canceling recurring payments,Urban Consumers,fintech-startup,,,,,sheet-500
272,"Fintech, Financial Literacy & Micro-Commerce",Loyalty Points Exchange,Platform to trade or consolidate reward points,Frequent Flyers/Shoppers,fintech-startup,,,,,sheet-500
273,"Fintech, Financial Literacy & Micro-Commerce",UPI for Feature Phones,Voice or USSD based digital payments,Rural Mobile Users,fintech-startup,,,,,sheet-500
274,"Fintech, Financial Literacy & Micro-Commerce",Smart PoS Terminals,Android billing machines with inventory tech,Retailers,fintech-startup,,,,,sheet-500
275,"Fintech, Financial Literacy & Micro-Commerce",API Banking Platform,Banking-as-a-Service for non-fintechs,Tech Startups,b2b-saas-startup,,,,,sheet-500
276,"Fintech, Financial Literacy & Micro-Commerce",Digital Escrow Services,Secure milestone payments for freelancers,Independent Contractors,fintech-startup,,,,,sheet-500
277,"Fintech, Financial Literacy & Micro-Commerce",B2B Cross-Border Payments,Cheaper forex for import/export businesses,Exporters,fintech-startup,,,,,sheet-500
278,"Fintech, Financial Literacy & Micro-Commerce",Carbon Credit Trading Platform,Exchange for verified emission reductions,Corporations,fintech-startup,,,,,sheet-500
279,"Fintech, Financial Literacy & Micro-Commerce",Algorithmic Trading Bots,Automated stock trading strategies,Retail Traders,fintech-startup,,,,,sheet-500
280,"Fintech, Financial Literacy & Micro-Commerce",Retirement Planning Calculator,Comprehensive FIRE movement tools,Millennials,fintech-startup,,,,,sheet-500
281,"Fintech, Financial Literacy & Micro-Commerce",Student Loan Refinancing,Lower interest rates for graduates,Young Alumni,fintech-startup,,,,,sheet-500
282,"Fintech, Financial Literacy & Micro-Commerce",Income Share Agreements (ISA),Financing education for a share of future salary,EdTech Students,fintech-startup,,,,,sheet-500
283,"Fintech, Financial Literacy & Micro-Commerce",Vehicle Financing Aggregator,Comparing auto loans and EV subsidies,Car Buyers,fintech-startup,,,,,sheet-500
284,"Fintech, Financial Literacy & Micro-Commerce",Claim Settlement Assistant,AI tool to fast-track insurance claims,Policyholders,insurance-agency,,,,,sheet-500
285,"Fintech, Financial Literacy & Micro-Commerce",Parametric Insurance,Weather-indexed payout for farmers,Agriculture Sector,fintech-startup,,,,,sheet-500
286,"Fintech, Financial Literacy & Micro-Commerce",Wealth Management for NRIs,Tax and investment advisory for expats,Non-Resident Indians,financial-advisory,,,,,sheet-500
287,"Fintech, Financial Literacy & Micro-Commerce",Startup Valuation Tool,Automated DCF and multiples calculator,Founders and VCs,b2b-saas-startup,,,,,sheet-500
288,"Fintech, Financial Literacy & Micro-Commerce",Cap Table Management Software,Tracking equity and ESOPs,Growth Stage Startups,b2b-saas-startup,,,,,sheet-500
289,"Fintech, Financial Literacy & Micro-Commerce",Financial Influencer Platform,Connecting finfluencers with brands,Content Creators,content-and-media-platform,,,,,sheet-500
290,"Fintech, Financial Literacy & Micro-Commerce",Municipal Bond Marketplace,Retail access to city development bonds,Conservative Investors,fintech-startup,,,,,sheet-500
291,"Fintech, Financial Literacy & Micro-Commerce",Shariah-Compliant Investing,Halal mutual funds and stocks platform,Muslim Investors,fintech-startup,,,,,sheet-500
292,"Fintech, Financial Literacy & Micro-Commerce",ESG Investment Screener,Filtering stocks based on sustainability,Ethical Investors,fintech-startup,,,,,sheet-500
293,"Fintech, Financial Literacy & Micro-Commerce",Forex Hedging for SMEs,Protecting small businesses from currency risk,Importers/Exporters,fintech-startup,,,,,sheet-500
294,"Fintech, Financial Literacy & Micro-Commerce",Digital Gold Micro-Savings,Saving in gold starting from Re 1,Low-Income Savers,fintech-startup,,,,,sheet-500
295,"Fintech, Financial Literacy & Micro-Commerce",Pawn Broking Tech,Organizing the unorganized lending sector,Local Moneylenders,fintech-startup,,,,,sheet-500
296,"Fintech, Financial Literacy & Micro-Commerce",Financial Fraud Detection API,Preventing UPI and card scams,Banks and NBFCs,b2b-saas-startup,,,,,sheet-500
297,"Fintech, Financial Literacy & Micro-Commerce",KYC/AML Automation,Fast video KYC and identity verification,Fintech Apps,b2b-saas-startup,,,,,sheet-500
298,"Fintech, Financial Literacy & Micro-Commerce",Open Banking Aggregator,Consolidated view of all bank accounts,Tech-Savvy Users,fintech-startup,,,,,sheet-500
299,"Fintech, Financial Literacy & Micro-Commerce",Treasury Management for Startups,Optimizing idle cash in liquid funds,Startup CFOs,fintech-startup,,,,,sheet-500
300,"Fintech, Financial Literacy & Micro-Commerce",Debt Collection SaaS,Automated polite reminders and recovery,Lending Companies,b2b-saas-startup,,,,,sheet-500
301,"Education, Upskilling & Creator Economy",Tier 2/3 Vocational Training,Skill development for manufacturing jobs,Rural Youth,skill-training-institute,3,local,team,full,sheet-500
302,"Education, Upskilling & Creator Economy",Localized Edtech,K-12 learning in regional dialects,State Board Students,edtech-startup,,,,,sheet-500
303,"Education, Upskilling & Creator Economy",Creator Management Agency,Representation for regional YouTubers,Content Creators,social-media-agency,1,online,small,both,sheet-500
304,"Education, Upskilling & Creator Economy",Coding for Kids (Vernacular),Programming basics in Hindi/Tamil,School Children,kids-enrichment-classes,,,,,sheet-500
305,"Education, Upskilling & Creator Economy",Financial Modeling Bootcamps,Practical finance skills for grads,Commerce Graduates,online-course-creator,,,,,sheet-500
306,"Education, Upskilling & Creator Economy",UI/UX Design Cohorts,Portfolio-building design courses,Aspiring Designers,online-course-creator,,,,,sheet-500
307,"Education, Upskilling & Creator Economy",AI Prompt Engineering Course,Teaching effective use of GenAI,Tech Professionals,online-course-creator,,,,,sheet-500
308,"Education, Upskilling & Creator Economy",English Communication App,AI-based spoken English practice,Job Seekers,language-learning-platform,,,,,sheet-500
309,"Education, Upskilling & Creator Economy",Study Abroad Consultancy Tech,Automated university shortlisting,College Students,career-counselling,,,,,sheet-500
310,"Education, Upskilling & Creator Economy",Competitive Exam Mock Tests,Affordable test series for Govt jobs,UPSC/SSC Aspirants,test-prep-online,,,,,sheet-500
311,"Education, Upskilling & Creator Economy",Nursing Upskilling Platform,Advanced certifications for healthcare staff,Nurses,edtech-startup,,,,,sheet-500
312,"Education, Upskilling & Creator Economy",Blue-Collar Job Portal,Connecting skilled labor with employers,"Plumbers, Electricians",services-marketplace-app,,,,,sheet-500
313,"Education, Upskilling & Creator Economy",Creator Economy Tools,SaaS for managing sponsorships and analytics,Influencers,b2b-saas-startup,,,,,sheet-500
314,"Education, Upskilling & Creator Economy",Podcast Production Studio,Turnkey solutions for launching podcasts,Thought Leaders,podcast-studio,,,,,sheet-500
315,"Education, Upskilling & Creator Economy",Newsletter Monetization Platform,Helping writers earn from subscriptions,Independent Journalists,content-and-media-platform,,,,,sheet-500
316,"Education, Upskilling & Creator Economy",Video Editing Masterclass,Short-form content editing skills,Freelancers,online-course-creator,,,,,sheet-500
317,"Education, Upskilling & Creator Economy",Digital Marketing for SMEs,Practical course for business owners,Entrepreneurs,online-course-creator,,,,,sheet-500
318,"Education, Upskilling & Creator Economy",E-sports Coaching,Training for professional gaming,Gamers,gaming-and-esports,,,,,sheet-500
319,"Education, Upskilling & Creator Economy",Chess Academy Online,Grandmaster-led chess training,Kids and Teens,sports-coaching-academy,1,online,solo,both,sheet-500
320,"Education, Upskilling & Creator Economy",Music Production Courses,Electronic music creation workshops,Aspiring Musicians,online-course-creator,,,,,sheet-500
321,"Education, Upskilling & Creator Economy",Acting and Theatre Online,Masterclasses by veteran actors,Performing Artists,online-course-creator,,,,,sheet-500
322,"Education, Upskilling & Creator Economy",Vernacular Storytelling Platform,Publishing and monetizing regional stories,Writers,content-and-media-platform,,,,,sheet-500
323,"Education, Upskilling & Creator Economy",Drone Piloting School,Certification for commercial drone flying,Tech Enthusiasts,skill-training-institute,,,,,sheet-500
324,"Education, Upskilling & Creator Economy",EV Mechanics Training,Upskilling mechanics for electric vehicles,Auto Mechanics,skill-training-institute,,,,,sheet-500
325,"Education, Upskilling & Creator Economy",Solar Panel Installation Course,Green job training programs,ITI Students,skill-training-institute,,,,,sheet-500
326,"Education, Upskilling & Creator Economy",Data Science Bootcamps,Job-guaranteed analytics training,Engineering Grads,online-course-creator,,,,,sheet-500
327,"Education, Upskilling & Creator Economy",Cybersecurity Certifications,Ethical hacking and defense training,IT Professionals,online-course-creator,,,,,sheet-500
328,"Education, Upskilling & Creator Economy",Cloud Computing Workshops,AWS and Azure practical labs,Software Engineers,online-course-creator,,,,,sheet-500
329,"Education, Upskilling & Creator Economy",Blockchain Development Course,Web3 and smart contract programming,Developers,online-course-creator,,,,,sheet-500
330,"Education, Upskilling & Creator Economy",Product Management Fellowship,Case-study based PM training,Mid-career Professionals,online-course-creator,,,,,sheet-500
331,"Education, Upskilling & Creator Economy",Sales Training Platform,B2B sales and negotiation skills,Sales Reps,online-course-creator,,,,,sheet-500
332,"Education, Upskilling & Creator Economy",HR and Payroll Certification,Practical HR operations training,HR Executives,online-course-creator,,,,,sheet-500
333,"Education, Upskilling & Creator Economy",Supply Chain Management Course,Logistics and inventory training,Operations Managers,online-course-creator,,,,,sheet-500
334,"Education, Upskilling & Creator Economy",Agri-Business Management,Training for modern farming business,Agri-Entrepreneurs,online-course-creator,,,,,sheet-500
335,"Education, Upskilling & Creator Economy",Culinary Arts Online,Professional chef training at home,Food Enthusiasts,online-course-creator,,,,,sheet-500
336,"Education, Upskilling & Creator Economy",Baking Masterclass,Cake decorating and pastry skills,Home Bakers,online-course-creator,,,,,sheet-500
337,"Education, Upskilling & Creator Economy",Fashion Styling Course,Personal and editorial styling,Fashion Students,online-course-creator,,,,,sheet-500
338,"Education, Upskilling & Creator Economy",Makeup Artistry Academy,Bridal and professional makeup training,Aspiring MUAs,online-course-creator,,,,,sheet-500
339,"Education, Upskilling & Creator Economy",Interior Design Software Training,AutoCAD and SketchUp for beginners,Designers,online-course-creator,,,,,sheet-500
340,"Education, Upskilling & Creator Economy",Photography Workshops,Smartphone and DSLR photography,Hobbyists,online-course-creator,,,,,sheet-500
341,"Education, Upskilling & Creator Economy",Language Learning App (Indian),"Learning Tamil, Bengali, Marathi etc.",Migrant Professionals,language-learning-platform,,,,,sheet-500
342,"Education, Upskilling & Creator Economy",Sign Language Courses,Promoting inclusive communication,General Public,online-course-creator,,,,,sheet-500
343,"Education, Upskilling & Creator Economy",Calligraphy and Lettering,Therapeutic art workshops,Art Lovers,online-course-creator,,,,,sheet-500
344,"Education, Upskilling & Creator Economy",Pottery Classes Online,DIY clay modeling at home,Craft Enthusiasts,online-course-creator,1,online,solo,both,sheet-500
345,"Education, Upskilling & Creator Economy",Parenting Masterclasses,Expert advice on child psychology,New Parents,online-course-creator,,,,,sheet-500
346,"Education, Upskilling & Creator Economy",Pet Training Courses,DIY dog training and behavior,Pet Owners,online-course-creator,,,,,sheet-500
347,"Education, Upskilling & Creator Economy",Gardening and Botany Online,Urban farming and plant care,Plant Parents,online-course-creator,,,,,sheet-500
348,"Education, Upskilling & Creator Economy",DIY Home Repair Course,Basic plumbing and electrical fixes,Homeowners,online-course-creator,,,,,sheet-500
349,"Education, Upskilling & Creator Economy",Personal Finance for Kids,Teaching money habits early,Children 8-14,online-course-creator,,,,,sheet-500
350,"Education, Upskilling & Creator Economy",Speed Reading Workshops,Techniques for faster comprehension,Students and Executives,online-course-creator,,,,,sheet-500
351,"Logistics, Quick Commerce & Hyperlocal Services",Last-Mile Delivery Partners,EV fleet for e-commerce deliveries,Retailers,local-delivery-service,,,,,sheet-500
352,"Logistics, Quick Commerce & Hyperlocal Services",Dark Store Maintenance,Facility management for Q-commerce,Quick Commerce Brands,home-cleaning-service,,,,,sheet-500
353,"Logistics, Quick Commerce & Hyperlocal Services",Locker Logistics,Automated parcel pickup lockers,Apartment Complexes,industrial-solutions,,,,,sheet-500
354,"Logistics, Quick Commerce & Hyperlocal Services",Cold Chain Logistics,Refrigerated transport for pharma and food,FMCG and Healthcare,logistics-and-warehousing,,,,,sheet-500
355,"Logistics, Quick Commerce & Hyperlocal Services",Hyperlocal Courier Services,Intra-city same day document delivery,Law Firms and Corporates,local-delivery-service,,,,,sheet-500
356,"Logistics, Quick Commerce & Hyperlocal Services",B2B Trucking Aggregator,Uber for inter-city freight,Manufacturers,logistics-and-warehousing,,,,,sheet-500
357,"Logistics, Quick Commerce & Hyperlocal Services",Warehousing as a Service,Flexible storage space for SMEs,D2C Brands,logistics-and-warehousing,,,,,sheet-500
358,"Logistics, Quick Commerce & Hyperlocal Services",Reverse Logistics Tech,Efficient handling of e-commerce returns,Online Retailers,logistics-and-warehousing,,,,,sheet-500
359,"Logistics, Quick Commerce & Hyperlocal Services",Drone Delivery Pilot,Medical supply delivery via drones,Remote Hospitals,deeptech-hardware,,,,,sheet-500
360,"Logistics, Quick Commerce & Hyperlocal Services",Packers and Movers Aggregator,Verified relocation services,Shifting Families,services-marketplace-app,,,,,sheet-500
361,"Logistics, Quick Commerce & Hyperlocal Services",Luggage Storage Network,Short-term baggage drop at local shops,Tourists,services-marketplace-app,,,,,sheet-500
362,"Logistics, Quick Commerce & Hyperlocal Services",Grocery Group Buying,Community bulk buying for discounts,Housing Societies,services-marketplace-app,,,,,sheet-500
363,"Logistics, Quick Commerce & Hyperlocal Services",Hyperlocal Handyman Services,App for verified plumbers and carpenters,Urban Households,services-marketplace-app,,,,,sheet-500
364,"Logistics, Quick Commerce & Hyperlocal Services",On-Demand Car Wash,Waterless car cleaning at doorstep,Car Owners,car-detailing,,,,,sheet-500
365,"Logistics, Quick Commerce & Hyperlocal Services",Mobile Pet Grooming,Van-based pet spa services,Busy Pet Parents,pet-grooming,3,local,small,full,sheet-500
366,"Logistics, Quick Commerce & Hyperlocal Services",At-Home Salon Services,Premium beauty services at home,Working Women,beauty-salon,1,local,solo,both,sheet-500
367,"Logistics, Quick Commerce & Hyperlocal Services",Appliance Repair Aggregator,Standardized AC and fridge repair,Homeowners,ac-repair-service,,,,,sheet-500
368,"Logistics, Quick Commerce & Hyperlocal Services",Pest Control Services,Eco-friendly hyperlocal pest management,Residential and Commercial,pest-control-service,,,,,sheet-500
369,"Logistics, Quick Commerce & Hyperlocal Services",Deep Cleaning Services,Professional home and sofa cleaning,Urban Renters,home-cleaning-service,,,,,sheet-500
370,"Logistics, Quick Commerce & Hyperlocal Services",Tiffin Service Aggregator,Platform for local home chefs,Bachelors and Students,tiffin-service,,,,,sheet-500
