state,district,product,idea_slug
Maharashtra,Palghar,Dahanu Gholvad Chikoo (Sapota),fruit-and-vegetable-processing
Maharashtra,Parbhani,Grams (Hara bhara),agro-processing-unit
Maharashtra,Pune,Engineering Goods,light-engineering-unit
Maharashtra,Raigad,Marine Produce,seafood-processing
Maharashtra,Ratnagiri,Alphonso Mangoes,fruit-and-vegetable-processing
Maharashtra,Sangli,Turmeric,spice-processing-unit
Maharashtra,Satara,Strawberries,fruit-and-vegetable-processing
Maharashtra,Sindhudurg,Vengurla Cashew,agro-processing-unit
Maharashtra,Solapur,Solapur Terry Towel,handloom-textiles-brand
Maharashtra,Thane,Garments & Textiles,d2c-apparel-brand
Maharashtra,Wardha,Cotton Yarn,handloom-textiles-brand
Maharashtra,Washim,Soya bean and soya bean products,agro-processing-unit
Maharashtra,Yavatmal,Cotton Ginning and pressing,agro-processing-unit
Manipur,Bishnupur,Moirang Fi Chanbi Fanek,handloom-textiles-brand
Manipur,Chandel,Turmeric,spice-processing-unit
Manipur,Churachandpur,Handicrafts - Tribal,handcrafted-home-decor
Manipur,Imphal East,Wangkhei Phee,handloom-textiles-brand
Manipur,Imphal West,Toys- Laiphadibi,toys-and-games-brand
Manipur,Jiribam,Bamboo,eco-friendly-products-brand
Manipur,Kakching,Rice- Black Chakao,agro-processing-unit
Manipur,Kamjong,King Chilli,spice-processing-unit
Manipur,Kangpokpi,Turmeric,spice-processing-unit
Manipur,Noney,Banana,fruit-and-vegetable-processing
Manipur,Pherzawl,Ginger,spice-processing-unit
Manipur,Senapati,Kiwi,fruit-and-vegetable-processing
Manipur,Tamenglong,Orange - (Tamenglong Mandarin),handloom-textiles-brand
Manipur,Tengnoupal,Bamboo,eco-friendly-products-brand
Manipur,Thoubal,Pineapple,fruit-and-vegetable-processing
Manipur,Ukhrul,Kachai Lemon,fruit-and-vegetable-processing
Meghalaya,East Garo Hills,Pineapple,fruit-and-vegetable-processing
Meghalaya,East Jaintia Hills,Turmeric,spice-processing-unit
Meghalaya,East Khasi Hills,Khasi Mandarin (Orange),handloom-textiles-brand
Meghalaya,Eastern West Khasi Hills,Kiwi,fruit-and-vegetable-processing
Meghalaya,North Garo Hills,Banana,fruit-and-vegetable-processing
Meghalaya,Ri-Bhoi,Pineapple,fruit-and-vegetable-processing
Meghalaya,South Garo Hills,Jackfruit,fruit-and-vegetable-processing
Meghalaya,South West Garo Hills,Pineapple,fruit-and-vegetable-processing
Meghalaya,South West Khasi Hills,Honey,honey-and-organic-produce
Meghalaya,West Garo Hills,Cashew,agro-processing-unit
Meghalaya,West Jaintia Hills,Turmeric (Lakadong),spice-processing-unit
Meghalaya,West Khasi Hills,Cane & Bamboo Handicrafts (Mats),handcrafted-home-decor
Mizoram,Aizawl,Dragon Fruit,fruit-and-vegetable-processing
Mizoram,Champhai,Mizo Chilli,spice-processing-unit
Mizoram,Hnahthial,Mizo Chilli,spice-processing-unit
Mizoram,Khawzawl,Pineapple,fruit-and-vegetable-processing
Mizoram,Kolasib,Dragon Fruit,fruit-and-vegetable-processing
Mizoram,Lawngtlai,Mizo Chilli,spice-processing-unit
Mizoram,Lunglei,Banana,fruit-and-vegetable-processing
Mizoram,Mamit,Turmeric,spice-processing-unit
Mizoram,Saitual,Ginger,spice-processing-unit
Mizoram,Serchhip,Banana,fruit-and-vegetable-processing
Mizoram,Siaha,Chilli - Mizo,spice-processing-unit
Nagaland,Chumukedima,Pineapple,fruit-and-vegetable-processing
Nagaland,Dimapur,Pineapple,fruit-and-vegetable-processing
Nagaland,Kiphire,Kholar,agro-processing-unit
Nagaland,Kohima,Pickles,pickle-and-papad-brand
Nagaland,Longleng,Ginger,spice-processing-unit
Nagaland,Mokokchung,Coffee,beverage-brand
Nagaland,Mon,Large Cardamom,spice-processing-unit
Nagaland,Niuland,Banana,fruit-and-vegetable-processing
Nagaland,Noklak,Millet,healthy-snacks-brand
Nagaland,Peren,Naga Mircha,spice-processing-unit
Nagaland,Phek,Kiwi,fruit-and-vegetable-processing
Nagaland,Shamator,Kholar (Kidney Beans),agro-processing-unit
Nagaland,Tseminyu,Turmeric,spice-processing-unit
Nagaland,Tuensang,Kholar,agro-processing-unit
Nagaland,Wokha,Banana and Banana Products,fruit-and-vegetable-processing
Nagaland,Zunheboto,Soyabean,agro-processing-unit
Odisha,Angul,Terracotta,pottery-studio
Odisha,Balasore,Marine Products,seafood-processing
Odisha,Bargarh,Handloom,handloom-textiles-brand
Odisha,Bhadrak,Rice,agro-processing-unit
Odisha,Bolangir,Cotton,agro-processing-unit
Odisha,Boudh,Berhampur Patta (Phoda Kumbha) Saree,handloom-textiles-brand
Odisha,Cuttack,Silver Filigree (Tarakashi Art),jewellery-brand
Odisha,Deogarh,Watermelon,fruit-and-vegetable-processing
Odisha,Dhenkanal,Handicrafts,handcrafted-home-decor
Odisha,Gajapati,Cashew Kernel,agro-processing-unit
Odisha,Ganjam,Handloom,handloom-textiles-brand
Odisha,Jagatsinghpur,Rice,agro-processing-unit
Odisha,Jajpur,Stone Carving,handcrafted-home-decor
Odisha,Jharsuguda,Aluminium Ingot,
Odisha,Kalahandi,Handicraft (Wood Carving),handcrafted-home-decor
Odisha,Kandhamal,Kandhamal Haladi,spice-processing-unit
Odisha,Kendrapara,Golden Grass Product,handcrafted-home-decor
Odisha,Kendujhar (Keonjhar),Terracotta,pottery-studio
Odisha,Khurda,Handicrafts (Stone Carving),handcrafted-home-decor
Odisha,Khurdha,Fish product,seafood-processing
Odisha,Koraput,Cashew,agro-processing-unit
Odisha,Malkangiri,Millets,healthy-snacks-brand
Odisha,Mayurbhanj,Rice,agro-processing-unit
Odisha,Nabarangpur,Maize,agro-processing-unit
Odisha,Nayagarh,Brass and Bell Metal,handcrafted-home-decor
Odisha,Nuapada,Cotton,agro-processing-unit
Odisha,Puri,Orissa Pattachitra,handcrafted-home-decor
Odisha,Rayagada,Cotton,agro-processing-unit
Odisha,Sambalpur,Sambalpuri Bandha Saree,handloom-textiles-brand
Odisha,Sonepur (Subarnapur),Bomkai Saree & Fabrics,handloom-textiles-brand
Odisha,Sundergarh,Bamboo Craft,handcrafted-home-decor
Puducherry,Karaikal,Chemicals and Allied Products,
Puducherry,Mahe,Coir Products,eco-friendly-products-brand
Puducherry,Puducherry,Pharmaceutical and Allied Products,
Puducherry,Yanam,Fisheries and Allied Products,seafood-processing
Punjab,Amritsar,Embroidery,handloom-textiles-brand
Punjab,Barnala,Textile-Towels,handloom-textiles-brand
Punjab,Bathinda,Citrus Fruits (Kinnow),fruit-and-vegetable-processing
Punjab,Faridkot,Basmati (Rice),agro-processing-unit
Punjab,Fatehgarh Sahib,Forged Items,light-engineering-unit
Punjab,Fazilka,Citrus Fruits (Kinnow),fruit-and-vegetable-processing
Punjab,Ferozepur,Basmati (Rice),agro-processing-unit
Punjab,Gurdaspur,Foundry Cluster,light-engineering-unit
Punjab,Hoshiarpur,Tractor & parts,light-engineering-unit
Punjab,Jalandhar,Sports Goods,sports-goods-brand
Punjab,Kapurthala,Diesel engine and Auto Parts,light-engineering-unit
Punjab,Ludhiana,Readymade Garments,d2c-apparel-brand
Punjab,Malerkotla,Metal Casting,light-engineering-unit
Punjab,Mansa,Cotton Yarn,handloom-textiles-brand
Punjab,Moga,Agriculture Implements,light-engineering-unit
Punjab,Pathankot,Litchi,fruit-and-vegetable-processing
Punjab,Patiala,Phulkari,handloom-textiles-brand
Punjab,Rupnagar,Maize,agro-processing-unit
Punjab,Sahibzada Ajit Singh Nagar/Mohali,Engineering Goods,light-engineering-unit
Punjab,Sangrur,Vegetable Oil,cold-pressed-oil-mill
Punjab,Shahid Bhagat Singh Nagar (Nawanshahar),Jaggery,honey-and-organic-produce
Punjab,Sri Muktsar Sahib,Agriculture Implements,light-engineering-unit
Punjab,Tarn Taran,Basmati (Rice),agro-processing-unit
Rajasthan,Ajmer,Granite and Marble Products,stone-and-marble-products
Rajasthan,Alwar,Automobile Parts,light-engineering-unit
Rajasthan,Balotra,Textile Products,handloom-textiles-brand
Rajasthan,Banswara,Marble Products,stone-and-marble-products
Rajasthan,Baran,Garlic Products,spice-processing-unit
Rajasthan,Barmer,Kasheedakari,handloom-textiles-brand
Rajasthan,Beawar,Quartz and Feldspar Powder,
Rajasthan,Bharatpur,Agro based Products,agro-processing-unit
Rajasthan,Bhilwara,Textile Products,handloom-textiles-brand
Rajasthan,Bikaner,Bikaneri  Namkeen,healthy-snacks-brand
Rajasthan,Bundi,Rice,agro-processing-unit
Rajasthan,Chittorgarh,Granite and Marble Products,stone-and-marble-products
Rajasthan,Churu,Wood Products,handcrafted-home-decor
Rajasthan,Dausa,Stone Product,stone-and-marble-products
Rajasthan,Deedwana-Kuchaman,Marble & Granite Products,stone-and-marble-products
Rajasthan,Deeg,Stone Based Products,stone-and-marble-products
Rajasthan,Dholpur,Stone based products,stone-and-marble-products
Rajasthan,Dungarpur,Granite Products,stone-and-marble-products
Rajasthan,Hanumangarh,Agro Based Products,agro-processing-unit
Rajasthan,Jaipur,Gems & Jewellery,jewellery-brand
Rajasthan,Jaisalmer,Yellow Stone Products,stone-and-marble-products
Rajasthan,Jalore,Granite Products,stone-and-marble-products
Rajasthan,Jhalawar,Kota Stone Products,stone-and-marble-products
Rajasthan,Jhunjhunu,Wooden Handicraft Products,handcrafted-home-decor
Rajasthan,Jodhpur,Wooden Furniture Products,furniture-workshop
Rajasthan,Karauli,Sandstone products,stone-and-marble-products
Rajasthan,Khairthal-Tijara,Automobiles Parts,light-engineering-unit
Rajasthan,Kota,Kota Doria,handloom-textiles-brand
Rajasthan,Kotputli-Behror,Automobiles Parts,light-engineering-unit
Rajasthan,Nagaur,Pan Meethi and Spices processing,spice-processing-unit
Rajasthan,Pali,Textile Products,handloom-textiles-brand
Rajasthan,Phalodi,Sonamukhi Products,eco-friendly-products-brand
Rajasthan,Pratapgarh,Thewa Jewellery,jewellery-brand
Rajasthan,Rajsamand,Granite and Marble Products,stone-and-marble-products
Rajasthan,Salumber,Quartz,
Rajasthan,Sawai Madhopur,Marble Products,stone-and-marble-products
Rajasthan,Sikar,Wooden Furniture Products,furniture-workshop
Rajasthan,Sirohi,Marble Products,stone-and-marble-products
Rajasthan,Sri Ganganagar,Mustard Oil,cold-pressed-oil-mill
Rajasthan,Tonk,Stale stone tiles,stone-and-marble-products
Rajasthan,Udaipur,Marble and Granite products,stone-and-marble-products
Sikkim,East Sikkim (Gangtok),Tourism,local-tour-guide
Sikkim,North Sikkim (Mangan),Buck Wheat,healthy-snacks-brand
Sikkim,Pakyong,Floriculture,nursery-and-plants
Sikkim,Soreng,Sikkim Large Cardamom,spice-processing-unit
Sikkim,South Sikkim (Namchi),Tea,beverage-brand
Sikkim,West Sikkim (Geyzing),Tourism,local-tour-guide
Tamil Nadu,Ariyalur,Cashew Processing,agro-processing-unit
Tamil Nadu,Chengalpattu,Automobile products,light-engineering-unit
Tamil Nadu,Chennai,Engineering and Auto components,light-engineering-unit
Tamil Nadu,Coimbatore,Motor Pumps,light-engineering-unit
Tamil Nadu,Cuddalore,Cashew Nuts,agro-processing-unit
Tamil Nadu,Dharampuri,Auto Components,light-engineering-unit
Tamil Nadu,Dharmapuri,Ready Made Garments,d2c-apparel-brand
Tamil Nadu,Dindigul,Coir Pith Blocks,eco-friendly-products-brand
Tamil Nadu,Erode,Handloom and Powerloom products,handloom-textiles-brand
Tamil Nadu,Kallakurichi,Food products - Rice,agro-processing-unit
Tamil Nadu,Kancheepuram,Textiles and Garments,d2c-apparel-brand
Tamil Nadu,Kanyakumari,Cashew,agro-processing-unit
Tamil Nadu,Karur,Textiles - Home Made Ups,handloom-textiles-brand
Tamil Nadu,Krishnagiri,Mango Processing,fruit-and-vegetable-processing
Tamil Nadu,Madurai,Ready Made Garments,d2c-apparel-brand
Tamil Nadu,Mayiladuthurai,Rice,agro-processing-unit
Tamil Nadu,Nagapattinam,Marine food,seafood-processing
Tamil Nadu,Namakkal,Poultry feed and products,poultry-farm
Tamil Nadu,Nilgiris,Nilgiri Tea (Orthodox),beverage-brand
Tamil Nadu,Perambalur,Handicraft Products,handcrafted-home-decor
Tamil Nadu,Pudukkottai,Engineering Products,light-engineering-unit
Tamil Nadu,Ramnad (Ramanathapuram),Marine Foods,seafood-processing
Tamil Nadu,Ranipet,Leather Products,leather-goods-workshop
Tamil Nadu,Salem,Silver Jewellery,jewellery-brand
Tamil Nadu,Sivagangai,Coir Products,eco-friendly-products-brand
Tamil Nadu,Tenkasi,Coir pith block,eco-friendly-products-brand
Tamil Nadu,Thanjavur,Coconut,agro-processing-unit
Tamil Nadu,Theni,Textile Made ups,handloom-textiles-brand
Tamil Nadu,Thiruvallur,Engineering and Auto components,light-engineering-unit
Tamil Nadu,Thiruvarur,Agricultural Products,agro-processing-unit
Tamil Nadu,Tiruchi (Thiruchirappalli),Engineering Products,light-engineering-unit
Tamil Nadu,Tirunelveli,Readymade Garments,d2c-apparel-brand
Tamil Nadu,Tirupathur,Leather products,leather-goods-workshop
Tamil Nadu,Tiruppur,Hosiery Garments,d2c-apparel-brand
Tamil Nadu,Tiruvannamalai,Edible Oil,cold-pressed-oil-mill
Tamil Nadu,Tuticorin (Thoothukudi),Marine Foods,seafood-processing
Tamil Nadu,Vellore,Leather Products,leather-goods-workshop
Tamil Nadu,Villupuram,Rice,agro-processing-unit
Tamil Nadu,Virudhunagar,Gauze Cloth,handloom-textiles-brand
Telangana,Adilabad,Cotton Bales,agro-processing-unit
Telangana,Bhadradri Kothagudem,Chillies,spice-processing-unit
Telangana,Hyderabad,Studded gold jewllery,jewellery-brand
Telangana,Jagtial,Mango,fruit-and-vegetable-processing
Telangana,Jangaon,Brass Artifacts,handcrafted-home-decor
Telangana,Jayashanker Bhupalpally,Chillies,spice-processing-unit
Telangana,Jogulamba Gadwal,Nuts - Groundnut,healthy-snacks-brand
Telangana,Kamareddy,Soyabean,agro-processing-unit
Telangana,Karimnagar,Granites,stone-and-marble-products
Telangana,Karimnager,Silverfiligree,jewellery-brand
Telangana,Khammam,Chillies,spice-processing-unit
Telangana,Kumaram Bheem Asifabad,Millets,healthy-snacks-brand
Telangana,Mahabubnager,Mango (Banaganapalle),fruit-and-vegetable-processing
Telangana,Mancherial,Mango,fruit-and-vegetable-processing
Telangana,Medak,Tomato processed products,fruit-and-vegetable-processing
Telangana,Medchal-Malkajgiri,Pharmaceuticals & Biotech Products,
Telangana,Mhabubabad,Chillies,spice-processing-unit
Telangana,Mulugu,Chilli,spice-processing-unit
Telangana,Nagarkurnool,Banaganapalle Mangoes,fruit-and-vegetable-processing
Telangana,Nalgonda,Cotton,agro-processing-unit
Telangana,Narayanpet,Narayanpet Handloom Sarees,handloom-textiles-brand
Telangana,Nirmal,Cotton Bales,agro-processing-unit
Telangana,Nizamabad,Turmeric,spice-processing-unit
Telangana,Peddapalli,Rice based products,agro-processing-unit
Telangana,Rajanna Sircilla,Fisheries,seafood-processing
Telangana,Ranga Reddy,Biscuits & Confectionery,sweet-shop
Telangana,Sangareddy,Engineering Products,light-engineering-unit
Telangana,Siddipet,Siddipet Gollabama,handloom-textiles-brand
Telangana,Suryapet,Cement,
Telangana,Vikarabad,Fullers Earth/Betonitte granules and powder,
Telangana,Wanaparthy,Nuts - Groundnut,healthy-snacks-brand
Telangana,Warangal Rural,Warangal Durries,handloom-textiles-brand
Telangana,Warangal Urban (Hanumakonda),Granite Slabs,stone-and-marble-products
Telangana,Yadadri Bhuvanagiri,Pochampalli Ikat,handloom-textiles-brand
Tripura,Dhalai,Queen Pineapple and Pineapple Based Products,fruit-and-vegetable-processing
Tripura,Gomati,Risha,handloom-textiles-brand
Tripura,Khowai,Scented Rice,agro-processing-unit
Tripura,North Tripura,Oil - Agar,personal-care-brand
Tripura,Sepahijala,Tripura Silk,handloom-textiles-brand
Tripura,South Tripura,Cashew Nut,agro-processing-unit
Tripura,Unakoti,Tea,beverage-brand
Tripura,West Tripura,Bamboo based products,eco-friendly-products-brand
Uttar Pradesh,Agra,Leather Products,leather-goods-workshop
Uttar Pradesh,Aligarh,Lock & Hardware,light-engineering-unit
Uttar Pradesh,Ambedkar Nagar,Textiles,handloom-textiles-brand
Uttar Pradesh,Amethi,Moonj products,eco-friendly-products-brand
Uttar Pradesh,Amroha,Musical Instruments (Dholak),handcrafted-home-decor
Uttar Pradesh,Auraiya,Milk Processing (Desi Ghee) and Milk Products,dairy-farm
Uttar Pradesh,Ayodhya (Faizabad),Jaggery,honey-and-organic-produce
Uttar Pradesh,Azamgarh,Black Pottery,pottery-studio
Uttar Pradesh,Baghpat,Home Decorative Goods,handcrafted-home-decor
Uttar Pradesh,Bahraich,Wheat Stalk Handicrafts,handcrafted-home-decor
Uttar Pradesh,Ballia,Bindi (Tikuli),jewellery-brand
Uttar Pradesh,Balrampur,Food Processing (Pulses),agro-processing-unit
Uttar Pradesh,Banda,Shazar Stone Craft,handcrafted-home-decor
Uttar Pradesh,Barabanki,Handloom Products and Textile Products,handloom-textiles-brand
Uttar Pradesh,Bareilly,Zari and Zardozi,handloom-textiles-brand
Uttar Pradesh,Basti,Wooden Crafts,handcrafted-home-decor
Uttar Pradesh,Bhadohi,Handmade carpet of Bhadohi,handloom-textiles-brand
Uttar Pradesh,Bijnor,Wooden Crafts,handcrafted-home-decor
Uttar Pradesh,Budaun,Zari and Zardozi,handloom-textiles-brand
Uttar Pradesh,Bulandshahar,Ceramic Product,pottery-studio
Uttar Pradesh,Chandauli,Zari-Zardozi,handloom-textiles-brand
Uttar Pradesh,Chitrakoot,Wooden Toys and Wood Art Products,toys-and-games-brand
Uttar Pradesh,Deoria,"Decorative Products,",handcrafted-home-decor
Uttar Pradesh,Etah,"Ankle Bells (Ghungroo), Bells and Brass Products",handcrafted-home-decor
Uttar Pradesh,Etawah,Textile Products and Tailoring and Garment Embroidery,d2c-apparel-brand
Uttar Pradesh,Farrukhabad,Farrukhabad Prints,handloom-textiles-brand
Uttar Pradesh,Fatehpur,Bedsheets,handloom-textiles-brand
Uttar Pradesh,Firozabad,Firozabad Glass,handcrafted-home-decor
Uttar Pradesh,Gautam Buddh Nagar,Readymade Garments,d2c-apparel-brand
Uttar Pradesh,Ghaziabad,Engineering goods,light-engineering-unit
Uttar Pradesh,Ghazipur,Ghazipur Wall Hangings,handcrafted-home-decor
Uttar Pradesh,Gonda,Food Processing (Pulses),agro-processing-unit
Uttar Pradesh,Gorakhpur,Gorakhpur Terracotta,pottery-studio
Uttar Pradesh,Hamirpur,Shoes,footwear-brand
Uttar Pradesh,Hapur,Home Decorative Goods,handcrafted-home-decor
Uttar Pradesh,Hardoi,Handloom,handloom-textiles-brand
Uttar Pradesh,Hathras,Hing (Asafoetida),spice-processing-unit
Uttar Pradesh,Jalaun,Handmade Paper Art,eco-friendly-products-brand
Uttar Pradesh,Jaunpur,Woollen Carpets (Dari),handloom-textiles-brand
Uttar Pradesh,Jhansi,Soft Toys,toys-and-games-brand
Uttar Pradesh,Kannauj,Kannauj Perfume,personal-care-brand
Uttar Pradesh,Kanpur Dehat,Zinc Utensils,handcrafted-home-decor
Uttar Pradesh,Kanpur Nagar,Leather Products,leather-goods-workshop
Uttar Pradesh,Kasganj,Zari Zardozi,handloom-textiles-brand
Uttar Pradesh,Kaushambi,Food Processing- Banana,fruit-and-vegetable-processing
Uttar Pradesh,Kushinagar,Banana Fiber Products and Banana Products,eco-friendly-products-brand
Uttar Pradesh,Lakhimpur Kheri,Tribal craft,handcrafted-home-decor
Uttar Pradesh,Lalitpur,Zari Silk Sarees,handloom-textiles-brand
Uttar Pradesh,Lucknow,Lucknow Chikan Craft & Lucknow Zardozi,handloom-textiles-brand
Uttar Pradesh,Maharajganj,Furniture,furniture-workshop
Uttar Pradesh,Mahoba,Gaura Stone Craft,handcrafted-home-decor
Uttar Pradesh,Mainpuri,Tarkashi Art,handcrafted-home-decor
Uttar Pradesh,Mathura,Sanitary Fittings,light-engineering-unit
Uttar Pradesh,Mau,Powerloom Textile,handloom-textiles-brand
Uttar Pradesh,Meerut,Sports Products,sports-goods-brand
Uttar Pradesh,Mirzapur,Carpets,handloom-textiles-brand
Uttar Pradesh,Moradabad,Moradabad Metal Craft,handcrafted-home-decor
Uttar Pradesh,Muzaffarnagar,Jaggery,honey-and-organic-produce
Uttar Pradesh,Pilibhit,Flute and Wooden Products,handcrafted-home-decor
Uttar Pradesh,Pratapgarh,Aamla Products,fruit-and-vegetable-processing
Uttar Pradesh,Prayagraj,Moonj products,eco-friendly-products-brand
Uttar Pradesh,Raebareli,Wood Work,handcrafted-home-decor
Uttar Pradesh,Rampur,"Applique Work along with Patch Work,Zari Patch work, and Mentha",handloom-textiles-brand
Uttar Pradesh,Saharanpur,Saharanpur Wood Craft,handcrafted-home-decor
Uttar Pradesh,Sambhal,Handicrafts - Horn Bone,handcrafted-home-decor
Uttar Pradesh,Sant Kabir Nagar,Brass Utensils,handcrafted-home-decor
Uttar Pradesh,Shahjahanpur,Zari and Zardozi,handloom-textiles-brand
Uttar Pradesh,Shamli,Rim and Axle and Iron Work,light-engineering-unit
Uttar Pradesh,Shravasti,Tribal craft and Furniture,furniture-workshop
Uttar Pradesh,Siddharthnagar,Kalanamak Rice,agro-processing-unit
Uttar Pradesh,Sitapur,Carpets (Dari),handloom-textiles-brand
Uttar Pradesh,Sonbhadra,Carpets,handloom-textiles-brand
Uttar Pradesh,Sultanpur,Moonj Products,eco-friendly-products-brand
Uttar Pradesh,Unnao,Zari Zardozi,handloom-textiles-brand
Uttar Pradesh,Varanasi,Silk Products,handloom-textiles-brand
Uttarakhand,Almora,Bal Mithai,sweet-shop
Uttarakhand,Bageshwar,Copper based Products,handcrafted-home-decor
Uttarakhand,Chamoli,Nettle based product,eco-friendly-products-brand
Uttarakhand,Champawat,Himalyan Honey,honey-and-organic-produce
Uttarakhand,Dehradun,Bakery,home-bakery
Uttarakhand,Haridwar,Jaggery,honey-and-organic-produce
Uttarakhand,Nainital,Aipan Products,handcrafted-home-decor
Uttarakhand,Pauri Garhwal,Herbal Products,nutrition-supplements-brand
Uttarakhand,Pithoragarh,Woollen Product,handloom-textiles-brand
Uttarakhand,Rudraprayag,Wood crafts/Temple imitiation,handcrafted-home-decor
Uttarakhand,Tehri Garhwal,Natural fibre,eco-friendly-products-brand
Uttarakhand,Udham Singh Nagar,Moonj Grass product,eco-friendly-products-brand
Uttarakhand,Uttarkashi,Red Rice,agro-processing-unit
West Bengal,Alipurduar,Wooden Furniture,furniture-workshop
West Bengal,Bankura,Terracotta Craft,pottery-studio
West Bengal,Birbhum,Santiniketan Leather goods,leather-goods-workshop
West Bengal,Cooch Behar,Sital pati & its products,eco-friendly-products-brand
West Bengal,Dakshin Dinajpur,Wooden Mask & Wall Hanging,handcrafted-home-decor
West Bengal,Darjeeling,Darjeeling Tea,beverage-brand
West Bengal,Hooghly,Dhaniakhali Saree,handloom-textiles-brand
West Bengal,Howrah,Gems & Jewellery,jewellery-brand
West Bengal,Jalpaiguri,Tea,beverage-brand
West Bengal,Jhargram,Sal leaf based products,eco-friendly-products-brand
West Bengal,Kalimpong,Orchid & Flowers,nursery-and-plants
West Bengal,Kolkata,Leather goods,leather-goods-workshop
West Bengal,Malda,Silk and Silk products,handloom-textiles-brand
West Bengal,Murshidabad,Murshidabad Silk Saree/Scarf,handloom-textiles-brand
West Bengal,Nadia,"Tangail, Jamdani Saree & Shantipore Saree",handloom-textiles-brand
West Bengal,North 24 Parganas,Steel Furniture,furniture-workshop
West Bengal,Paschim Bardhaman,Refractory bricks & similar refractory ceramics,
West Bengal,Paschim Medinipur  (West Medinipur),Bengal Patachitra,handcrafted-home-decor
West Bengal,Purba Bardhaman,Bengal Dokra,handcrafted-home-decor
West Bengal,Purba Medinipur (East Medinipur),Processed cashew nuts,agro-processing-unit
West Bengal,Purulia,Lac & Lac Products,honey-and-organic-produce
West Bengal,South 24 Parganas,Leather Goods,leather-goods-workshop
West Bengal,Uttar Dinajpur (North Dinajpur),Tulai Panji Rice (Aromatic Rice),agro-processing-unit
